area_type,availability,location,bath,price,bhk,sqft
Super built-up  Area,Ready To Move,Other,3,325.0,3,2900.0
Super built-up  Area,Soon to be Vacated,Yelahanka,3,109.0,3,1890.0
Super built-up  Area,Soon to be Vacated,Old Madras Road,2,32.0,2,935.0
Super built-up  Area,Ready To Move,Cox Town,2,58.0,2,1000.0
Super built-up  Area,Ready To Move,Singasandra,3,75.0,3,1510.0
Built-up  Area,Ready To Move,Uttarahalli,2,50.0,2,1120.0
Super built-up  Area,Ready To Move,Ananth Nagar,2,25.99,2,930.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,48.1,2,1419.0
Super built-up  Area,Ready To Move,Talaghattapura,2,62.0,2,1175.0
Super built-up  Area,Ready To Move,Malleshwaram,3,330.0,3,2215.0
Super built-up  Area,Soon to be Vacated,Anjanapura,2,30.13,2,1076.0
Super built-up  Area,Ready To Move,Kasavanhalli,3,112.0,3,1715.0
Super built-up  Area,Ready To Move,Hebbal,2,45.0,2,1072.0
Super built-up  Area,Ready To Move,Panathur,2,80.0,2,1230.0
Super built-up  Area,Ready To Move,Murugeshpalya,2,65.0,3,1600.0
Super built-up  Area,Soon to be Vacated,Thanisandra,3,93.25,3,1411.0
Built-up  Area,Ready To Move,Rayasandra,5,145.0,5,3600.0
Plot  Area,Ready To Move,Sahakara Nagar,4,190.0,4,1200.0
Plot  Area,Soon to be Vacated,Nagarbhavi,3,226.0,3,1200.0
Plot  Area,Ready To Move,Yeshwanthpur,5,300.0,5,1700.0
Super built-up  Area,Soon to be Vacated,Haralur Road,2,69.84,2,1225.0
Super built-up  Area,Soon to be Vacated,Hebbal,2,69.0,2,1162.0
Super built-up  Area,Ready To Move,Thanisandra,2,65.0,3,1262.0
Built-up  Area,Soon to be Vacated,Electronic City Phase II,2,33.51,2,1160.0
Plot  Area,Soon to be Vacated,Channasandra,3,61.95,3,1500.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4,182.0,3,2275.0
Built-up  Area,Ready To Move,Other,2,145.0,2,1500.0
Super built-up  Area,Soon to be Vacated,Hosa Road,2,65.0,2,1170.0
Super built-up  Area,Soon to be Vacated,Banashankari Stage VI,2,71.73,3,1423.0
Super built-up  Area,Ready To Move,Kaggadasapura,2,40.0,2,1106.0
Built-up  Area,Ready To Move,Kereguddadahalli,2,27.6,2,1105.0
Super built-up  Area,Soon to be Vacated,Babusapalaya,2,38.95,2,1061.0
Super built-up  Area,Ready To Move,Domlur,3,145.0,3,2100.0
Super built-up  Area,Ready To Move,Indira Nagar,2,120.0,2,1260.0
Super built-up  Area,Ready To Move,ITPL,2,55.43,2,907.0
Built-up  Area,Ready To Move,Other,4,189.0,4,2597.0
Built-up  Area,Ready To Move,Bellandur,2,63.0,2,1211.0
Super built-up  Area,Ready To Move,Hennur Road,3,129.0,3,1904.0
Built-up  Area,Ready To Move,Hennur,2,62.0,2,1420.0
Super built-up  Area,Ready To Move,Panathur,2,45.0,2,1125.0
Super built-up  Area,Ready To Move,Hulimavu,2,76.0,2,1021.0
Super built-up  Area,Soon to be Vacated,Ananth Nagar,2,26.85,2,1074.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2,48.0,2,1222.0
Super built-up  Area,Ready To Move,Hennur Road,3,134.0,3,1981.0
Built-up  Area,Ready To Move,Yelachenahalli,2,55.0,2,1103.0
Super built-up  Area,Ready To Move,Sarjapur,2,33.0,2,920.0
Super built-up  Area,Soon to be Vacated,Sonnenahalli,2,75.0,3,1268.0
Super built-up  Area,Ready To Move,Other,1,30.0,1,660.0
Super built-up  Area,Ready To Move,Harlur,3,115.0,3,1755.0
Super built-up  Area,Ready To Move,Hoskote,2,35.0,2,945.0
Carpet  Area,Soon to be Vacated,8th Phase JP Nagar,1,33.0,1,500.0
Built-up  Area,Ready To Move,Bommenahalli,3,140.0,4,1632.0
Super built-up  Area,Ready To Move,Domlur,2,80.0,2,1276.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,75.0,2,1180.0
Super built-up  Area,Ready To Move,ISRO Layout,2,87.0,3,1370.0
Built-up  Area,Ready To Move,Electronic City,3,90.0,3,1400.0
Plot  Area,Ready To Move,Whitefield,6,155.0,5,1500.0
Super built-up  Area,Soon to be Vacated,Ramagondanahalli,2,46.0,2,1251.0
Super built-up  Area,Soon to be Vacated,Sarjapur  Road,2,67.38,2,1346.0
Built-up  Area,Soon to be Vacated,Electronic City Phase II,2,31.48,2,1090.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,145.0,3,1881.0
Super built-up  Area,Ready To Move,Garudachar Palya,2,52.0,2,1150.0
Built-up  Area,Ready To Move,Sarjapur,3,295.0,3,2690.0
Super built-up  Area,Ready To Move,Other,4,340.0,3,2735.0
Built-up  Area,Ready To Move,Other,2,65.0,2,950.0
Super built-up  Area,Soon to be Vacated,Ramamurthy Nagar,2,51.66,2,1050.0
Super built-up  Area,Soon to be Vacated,Hoodi,3,131.0,3,1660.0
Super built-up  Area,Ready To Move,Nagavarapalya,2,55.0,2,1134.0
Built-up  Area,Ready To Move,Hebbal,2,60.0,2,1100.0
Plot  Area,Ready To Move,Nagarbhavi,4,240.0,4,1200.0
Plot  Area,Ready To Move,Other,3,80.0,3,980.0
Super built-up  Area,Ready To Move,CV Raman Nagar,2,50.0,1,705.0
Super built-up  Area,Ready To Move,Anandapura,2,50.0,2,1200.0
Super built-up  Area,Soon to be Vacated,Talaghattapura,3,127.0,3,1804.0
Super built-up  Area,Soon to be Vacated,Battarahalli,2,38.37,2,1090.0
Plot  Area,Ready To Move,R.T. Nagar,2,230.0,2,1500.0
Built-up  Area,Ready To Move,Electronic City,3,55.0,3,1287.0
Plot  Area,Ready To Move,Kadubeesanahalli,4,375.0,4,2800.0
Super built-up  Area,Soon to be Vacated,Hormavu,2,47.36,2,1263.0
Super built-up  Area,Ready To Move,Whitefield,3,85.0,3,1431.0
Super built-up  Area,Ready To Move,Dommasandra,2,32.9,2,999.0
Super built-up  Area,Soon to be Vacated,Marathahalli,5,180.0,4,2524.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,150.0,3,2095.0
Super built-up  Area,Soon to be Vacated,Ananth Nagar,1,14.0,1,500.0
Super built-up  Area,Ready To Move,Kudlu Gate,2,44.96,2,1215.0
Plot  Area,Ready To Move,Yelahanka New Town,2,180.0,2,2200.0
Super built-up  Area,Soon to be Vacated,1st Phase JP Nagar,3,175.0,3,2077.0
Plot  Area,Ready To Move,Sarjapur  Road,3,211.0,4,2880.0
Super built-up  Area,Ready To Move,Dasanapura,2,31.15,2,708.0
Super built-up  Area,Ready To Move,Basavangudi,2,120.0,2,1200.0
Built-up  Area,Ready To Move,Hosakerehalli,2,46.25,2,925.0
Built-up  Area,Soon to be Vacated,Bannerghatta Road,3,148.0,3,2826.0
Carpet  Area,Soon to be Vacated,Kanakpura Road,1,33.66,1,458.0
Built-up  Area,Ready To Move,Amruthahalli,2,90.0,3,1450.0
Super built-up  Area,Ready To Move,Kasavanhalli,2,65.0,2,1100.0
Super built-up  Area,Ready To Move,Kadubeesanahalli,2,55.0,2,1185.0
Plot  Area,Ready To Move,TC Palaya,2,70.0,2,1200.0
Super built-up  Area,Soon to be Vacated,Other,1,35.0,1,660.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,4,121.0,3,1920.0
Plot  Area,Ready To Move,Jalahalli,2,130.0,2,1200.0
Built-up  Area,Ready To Move,Sarjapur  Road,4,222.0,4,3418.0
Super built-up  Area,Soon to be Vacated,Bhoganhalli,2,68.32,2,1205.0
Super built-up  Area,Ready To Move,Haralur Road,2,46.0,2,1200.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2,73.0,3,1421.0
Super built-up  Area,Soon to be Vacated,Whitefield,1,29.0,1,524.0
Built-up  Area,Ready To Move,HSR Layout,5,245.0,5,4200.0
Built-up  Area,Ready To Move,5th Block Hbr Layout,5,130.0,5,3600.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,86.0,3,1700.0
Super built-up  Area,Soon to be Vacated,Dasarahalli,2,86.65,2,1333.0
Super built-up  Area,Ready To Move,Electronic City,2,85.5,2,1258.0
Super built-up  Area,Ready To Move,Other,2,87.0,3,1458.0
Built-up  Area,Ready To Move,Electronic City,2,85.0,2,1386.0
Built-up  Area,Soon to be Vacated,Electronic City Phase II,2,32.92,2,1140.0
Built-up  Area,Ready To Move,Electronic City,1,27.0,1,550.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,83.0,2,1200.0
Super built-up  Area,Ready To Move,Whitefield,3,149.0,4,2135.0
Super built-up  Area,Ready To Move,Other,2,80.0,2,1178.0
Super built-up  Area,Ready To Move,Devarachikkanahalli,2,40.0,2,991.0
Super built-up  Area,Ready To Move,Gottigere,2,90.0,3,1493.0
Super built-up  Area,Ready To Move,Kammasandra,2,31.99,2,1080.0
Super built-up  Area,Ready To Move,Dasanapura,2,53.0,2,814.0
Super built-up  Area,Soon to be Vacated,Bannerghatta Road,2,61.0,2,1115.0
Super built-up  Area,Ready To Move,Whitefield,2,188.0,4,3075.0
Super built-up  Area,Ready To Move,Whitefield,3,160.0,3,1760.0
Built-up  Area,Ready To Move,Marathahalli,4,350.0,4,3090.0
Built-up  Area,Ready To Move,Other,4,295.0,4,2700.0
Super built-up  Area,Soon to be Vacated,Hebbal,5,364.0,4,4235.0
Super built-up  Area,Ready To Move,KR Puram,2,45.0,2,1100.0
Super built-up  Area,Ready To Move,Banashankari,2,50.75,2,1450.0
Super built-up  Area,Ready To Move,6th Phase JP Nagar,3,131.0,3,1810.0
Built-up  Area,Ready To Move,Sector 7 HSR Layout,2,195.0,3,2400.0
Built-up  Area,Ready To Move,Kalyan nagar,2,70.0,2,1100.0
Super built-up  Area,Ready To Move,Electronic City Phase II,1,35.0,1,650.0
Super built-up  Area,Soon to be Vacated,Kaikondrahalli,2,27.0,2,900.0
Super built-up  Area,Ready To Move,Billekahalli,2,110.0,2,1360.0
Super built-up  Area,Ready To Move,Yeshwanthpur,1,36.85,1,674.0
Super built-up  Area,Soon to be Vacated,Whitefield,3,110.0,3,1655.0
Plot  Area,Ready To Move,Other,2,95.0,2,1300.0
Built-up  Area,Soon to be Vacated,Other,1,53.0,1,936.0
Super built-up  Area,Ready To Move,Other,2,92.0,2,1277.0
Super built-up  Area,Ready To Move,Hormavu,2,39.08,2,1015.0
Super built-up  Area,Ready To Move,Budigere,2,60.0,2,1153.0
Super built-up  Area,Ready To Move,Kengeri,2,51.5,2,1035.0
Super built-up  Area,Ready To Move,Uttarahalli,2,46.0,2,1150.0
Super built-up  Area,Ready To Move,Malleshwaram,2,80.0,2,1020.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2,95.0,2,1160.0
Built-up  Area,Ready To Move,Brookefield,2,72.0,2,1225.0
Plot  Area,Ready To Move,Other,2,160.0,2,1600.0
Plot  Area,Ready To Move,Malleshwaram,1,90.0,2,600.0
Super built-up  Area,Soon to be Vacated,Channasandra,2,36.28,2,830.0
Super built-up  Area,Ready To Move,Hennur Road,2,69.18,2,1155.0
Super built-up  Area,Ready To Move,Jalahalli,2,55.0,2,905.0
Super built-up  Area,Ready To Move,Kannamangala,2,55.0,2,957.0
Built-up  Area,Ready To Move,9th Phase JP Nagar,2,45.0,2,890.0
Super built-up  Area,Ready To Move,KR Puram,4,235.0,4,3000.0
Super built-up  Area,Ready To Move,Electronic City,2,55.0,2,1070.0
Built-up  Area,Ready To Move,Kammasandra,2,60.0,2,1415.0
Plot  Area,Ready To Move,Other,2,80.0,1,500.0
Super built-up  Area,Soon to be Vacated,Whitefield,1,57.0,1,840.0
Super built-up  Area,Soon to be Vacated,Thanisandra,3,112.0,3,1732.0
Plot  Area,Ready To Move,Parappana Agrahara,1,45.0,1,1200.0
Super built-up  Area,Ready To Move,Bhoganhalli,2,69.9,2,1260.0
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2,54.0,2,1357.0
Super built-up  Area,Ready To Move,Chamrajpet,1,40.0,2,650.0
Super built-up  Area,Ready To Move,Whitefield,3,106.0,3,1725.0
Built-up  Area,Ready To Move,Jalahalli,2,70.0,2,1000.0
Plot  Area,Ready To Move,7th Phase JP Nagar,4,350.0,4,3200.0
Super built-up  Area,Ready To Move,Bellandur,3,110.0,3,1717.0
Super built-up  Area,Ready To Move,Rajaji Nagar,4,340.0,3,2367.0
Super built-up  Area,Soon to be Vacated,7th Phase JP Nagar,3,145.0,3,1976.0
Super built-up  Area,Ready To Move,Kambipura,2,37.01,2,883.0
Super built-up  Area,Ready To Move,Yelahanka,1,38.0,1,700.0
Super built-up  Area,Soon to be Vacated,Battarahalli,3,104.0,3,2082.0
Super built-up  Area,Ready To Move,HSR Layout,2,46.0,2,1140.0
Super built-up  Area,Ready To Move,Thanisandra,2,66.0,2,933.0
Built-up  Area,Ready To Move,Electronic City Phase II,2,57.0,2,1155.0
Super built-up  Area,Ready To Move,Bannerghatta,2,73.2,2,1200.0
Super built-up  Area,Soon to be Vacated,Other,3,350.0,3,2214.0
Super built-up  Area,Soon to be Vacated,Devanahalli,1,26.91,1,658.0
Carpet  Area,Soon to be Vacated,Bhoganhalli,2,78.74,2,896.9
Plot  Area,Ready To Move,Giri Nagar,3,750.0,4,4000.0
Built-up  Area,Ready To Move,KR Puram,2,40.0,2,1035.0
Plot  Area,Ready To Move,Whitefield,5,225.0,4,2064.0
Super built-up  Area,Ready To Move,Other,3,160.0,3,1839.0
Super built-up  Area,Ready To Move,Begur Road,2,44.0,2,1200.0
Built-up  Area,Ready To Move,Yelahanka New Town,1,20.0,1,488.0
Built-up  Area,Ready To Move,Banashankari Stage II,2,198.0,3,1200.0
Super built-up  Area,Ready To Move,Hoodi,2,45.0,2,1225.0
Plot  Area,Ready To Move,TC Palaya,2,55.0,2,900.0
Built-up  Area,Ready To Move,Sompura,2,32.0,2,825.0
Super built-up  Area,Ready To Move,Bellandur,4,359.0,4,3596.0
Super built-up  Area,Ready To Move,Electronic City Phase II,3,92.0,3,1800.0
Super built-up  Area,Ready To Move,Other,2,100.0,2,925.0
Super built-up  Area,Soon to be Vacated,Kanakpura Road,2,63.0,2,1167.0
Super built-up  Area,Ready To Move,Sarjapur,2,41.0,2,1150.0
Super built-up  Area,Soon to be Vacated,Other,1,50.0,1,650.0
Built-up  Area,Ready To Move,Sarjapur  Road,1,27.0,1,675.0
Super built-up  Area,Soon to be Vacated,Other,1,32.39,1,720.0
Super built-up  Area,Ready To Move,Yelahanka New Town,2,58.0,2,1100.0
Super built-up  Area,Ready To Move,Uttarahalli,2,58.0,3,1330.0
Super built-up  Area,Ready To Move,Koramangala,2,160.0,2,1320.0
Super built-up  Area,Ready To Move,Ulsoor,4,185.0,3,1685.0
Super built-up  Area,Soon to be Vacated,Banashankari,3,108.0,3,1770.0
Super built-up  Area,Ready To Move,Pai Layout,2,42.0,2,1000.0
Plot  Area,Ready To Move,Ramamurthy Nagar,5,230.0,4,2916.0
Super built-up  Area,Ready To Move,Kodihalli,3,81.0,3,1400.0
Built-up  Area,Ready To Move,Horamavu Agara,2,37.49,2,750.0
Super built-up  Area,Ready To Move,Bannerghatta,2,87.0,2,1070.0
Super built-up  Area,Soon to be Vacated,Kannamangala,3,107.0,3,1536.0
Built-up  Area,Ready To Move,Koramangala,3,210.0,3,1710.0
Carpet  Area,Ready To Move,JP Nagar,3,196.0,3,2400.0
Super built-up  Area,Soon to be Vacated,Sarjapur  Road,3,102.92,3,1773.5
Super built-up  Area,Soon to be Vacated,Electronic City,2,72.0,2,1342.0
Super built-up  Area,Ready To Move,Other,3,130.0,3,1600.0
Super built-up  Area,Soon to be Vacated,Kanakapura,1,50.0,1,938.0
Super built-up  Area,Ready To Move,Budigere,3,99.0,3,1820.0
Super built-up  Area,Ready To Move,Bhoganhalli,4,170.0,4,2439.0
Built-up  Area,Ready To Move,Bommanahalli,2,40.0,2,1091.0
Super built-up  Area,Soon to be Vacated,Sarjapur  Road,2,74.03,2,1346.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3,224.0,3,1720.0
Super built-up  Area,Soon to be Vacated,JP Nagar,2,33.95,2,1060.0
Super built-up  Area,Ready To Move,Hebbal,2,97.0,2,1299.0
Super built-up  Area,Ready To Move,Yelahanka,3,85.0,3,1491.0
Built-up  Area,Ready To Move,Basaveshwara Nagar,2,85.0,2,1200.0
Built-up  Area,Ready To Move,Yelahanka,5,110.0,4,2088.0
Super built-up  Area,Ready To Move,Hulimavu,1,29.0,1,581.0
Built-up  Area,Ready To Move,Electronic City,3,70.0,3,1275.0
Super built-up  Area,Ready To Move,Kothanur,2,55.0,2,1095.0
Super built-up  Area,Ready To Move,Old Madras Road,2,74.0,2,1330.0
Super built-up  Area,Ready To Move,Marathahalli,2,60.0,2,1135.0
Super built-up  Area,Ready To Move,Whitefield,1,39.0,1,516.0
Plot  Area,Ready To Move,Banaswadi,5,240.0,5,2250.0
Super built-up  Area,Ready To Move,Electronic City,1,38.0,2,770.0
Super built-up  Area,Ready To Move,Sarjapur  Road,5,330.0,4,3930.0
Built-up  Area,Ready To Move,Abbigere,8,150.0,8,3000.0
Built-up  Area,Ready To Move,Hebbal,4,450.0,4,3758.0
Super built-up  Area,Ready To Move,Bhoganhalli,3,115.0,3,1707.0
Super built-up  Area,Ready To Move,Sultan Palaya,2,49.0,2,1070.0
Super built-up  Area,Soon to be Vacated,Tumkur Road,2,83.0,3,1240.0
Super built-up  Area,Soon to be Vacated,JP Nagar,2,91.65,2,1300.0
Super built-up  Area,Ready To Move,Ambalipura,2,76.0,2,1700.0
Super built-up  Area,Ready To Move,Hulimavu,2,45.0,2,935.0
Super built-up  Area,Ready To Move,Thigalarapalya,4,151.0,3,2072.0
Built-up  Area,Ready To Move,Other,3,225.0,4,2200.0
Super built-up  Area,Ready To Move,Jalahalli,1,46.0,1,615.0
Super built-up  Area,Ready To Move,KR Puram,2,45.0,2,1116.0
Super built-up  Area,Soon to be Vacated,Whitefield,3,107.0,3,1639.0
Super built-up  Area,Ready To Move,Marathahalli,3,130.0,3,1839.0
Super built-up  Area,Ready To Move,Horamavu Agara,1,27.0,1,625.0
Super built-up  Area,Soon to be Vacated,Thanisandra,1,61.0,1,933.0
Super built-up  Area,Ready To Move,Hosur Road,3,180.0,3,2289.0
Built-up  Area,Ready To Move,Ramamurthy Nagar,3,125.0,3,2316.0
Built-up  Area,Ready To Move,Horamavu Agara,2,38.0,2,1080.0
Super built-up  Area,Ready To Move,Vishwapriya Layout,2,36.0,2,910.0
Plot  Area,Ready To Move,Hormavu,2,73.0,2,1200.0
Super built-up  Area,Ready To Move,Kothanur,2,56.0,2,1142.0
Carpet  Area,Ready To Move,2nd Stage Nagarbhavi,4,240.0,5,4000.0
Plot  Area,Soon to be Vacated,Hormavu,3,204.0,3,1800.0
Super built-up  Area,Ready To Move,AECS Layout,2,55.0,2,1005.0
Built-up  Area,Soon to be Vacated,Other,3,133.0,3,1626.6
Super built-up  Area,Ready To Move,Kothanur,2,54.0,2,1074.0
Carpet  Area,Ready To Move,Basavangudi,2,80.0,2,1230.0
Built-up  Area,Soon to be Vacated,Whitefield,3,113.0,3,1820.0
Plot  Area,Ready To Move,Other,2,100.0,2,1348.0
Super built-up  Area,Ready To Move,Kasavanhalli,2,66.25,2,1230.0
Built-up  Area,Ready To Move,Frazer Town,2,78.0,2,1200.0
Super built-up  Area,Soon to be Vacated,Hosa Road,2,55.15,2,1161.0
Plot  Area,Ready To Move,Other,4,175.0,4,1350.0
Super built-up  Area,Ready To Move,Kothanur,2,60.0,2,1285.0
Super built-up  Area,Soon to be Vacated,Electronic City,3,92.59,3,1644.0
Super built-up  Area,Ready To Move,Kasavanhalli,3,150.0,3,1819.0
Super built-up  Area,Ready To Move,1st Phase JP Nagar,2,85.0,2,1205.0
Super built-up  Area,Ready To Move,Basavangudi,3,300.0,3,2350.0
Super built-up  Area,Ready To Move,Uttarahalli,2,42.0,2,1050.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,62.0,2,1270.0
Super built-up  Area,Ready To Move,Jigani,3,70.0,3,1221.0
Super built-up  Area,Ready To Move,Haralur Road,2,85.0,2,1315.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,68.0,2,1250.0
Super built-up  Area,Ready To Move,Bisuvanahalli,2,27.0,2,850.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,110.0,3,1600.0
Built-up  Area,Ready To Move,Electronic City,2,62.0,2,1250.0
Built-up  Area,Ready To Move,Electronic City Phase II,2,28.0,2,1300.0
Plot  Area,Ready To Move,Judicial Layout,3,162.0,4,1500.0
Built-up  Area,Ready To Move,6th Phase JP Nagar,1,105.0,1,750.0
Super built-up  Area,Ready To Move,Gubbalala,3,125.0,3,2000.0
Built-up  Area,Soon to be Vacated,Electronic City Phase II,4,116.0,3,1940.0
Super built-up  Area,Soon to be Vacated,Hennur Road,3,105.0,3,1590.0
Super built-up  Area,Ready To Move,Kothanur,2,53.0,2,1075.0
Plot  Area,Ready To Move,TC Palaya,2,55.0,2,900.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,62.0,3,1260.0
Super built-up  Area,Ready To Move,Thanisandra,3,107.0,3,1702.0
Super built-up  Area,Ready To Move,Bisuvanahalli,2,65.0,3,1080.0
Built-up  Area,Ready To Move,Kasavanhalli,2,45.0,2,1189.0
Super built-up  Area,Ready To Move,Tumkur Road,2,39.0,2,1035.0
Super built-up  Area,Soon to be Vacated,Hennur Road,2,36.0,2,1200.0
Plot  Area,Ready To Move,Mahalakshmi Layout,6,852.0,8,4482.0
Plot  Area,Ready To Move,Other,3,200.0,3,1200.0
Super built-up  Area,Soon to be Vacated,Yelahanka,2,93.65,2,1330.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,4,125.0,3,1935.0
Super built-up  Area,Ready To Move,Other,3,90.0,3,1410.0
Super built-up  Area,Ready To Move,Narayanapura,2,99.14,2,1469.0
Super built-up  Area,Ready To Move,Varthur,2,30.0,2,986.0
Super built-up  Area,Ready To Move,Other,2,87.0,3,1460.0
Super built-up  Area,Soon to be Vacated,Other,2,85.05,3,1260.0
Super built-up  Area,Ready To Move,Panathur,2,57.0,2,980.0
Built-up  Area,Ready To Move,Kudlu Gate,2,75.0,2,1164.0
Super built-up  Area,Ready To Move,Subramanyapura,1,51.0,2,929.0
Built-up  Area,Ready To Move,Kundalahalli,2,70.0,2,1065.0
Super built-up  Area,Ready To Move,Other,3,265.0,3,3000.0
Super built-up  Area,Ready To Move,Gunjur,3,62.63,3,1362.0
Super built-up  Area,Ready To Move,Yeshwanthpur,1,36.85,1,672.0
Super built-up  Area,Ready To Move,Brookefield,3,115.0,3,1746.0
Super built-up  Area,Ready To Move,Harlur,2,65.0,2,1532.0
Super built-up  Area,Ready To Move,Other,2,120.0,3,1200.0
Built-up  Area,Soon to be Vacated,Whitefield,4,218.0,4,3565.0
Super built-up  Area,Soon to be Vacated,Marathahalli,2,85.0,2,1170.0
Super built-up  Area,Ready To Move,Other,3,150.0,3,1800.0
Plot  Area,Ready To Move,Cooke Town,3,375.0,3,2600.0
Super built-up  Area,Ready To Move,Kasturi Nagar,4,155.0,4,2507.0
Super built-up  Area,Ready To Move,Babusapalaya,2,34.0,2,1061.0
Super built-up  Area,Ready To Move,KR Puram,2,69.0,2,1290.0
Super built-up  Area,Ready To Move,Sarjapur,2,42.6,2,1200.0
Super built-up  Area,Soon to be Vacated,Bharathi Nagar,2,39.29,2,1120.0
Super built-up  Area,Ready To Move,Electronic City,1,12.0,1,418.0
Super built-up  Area,Ready To Move,Sarjapur,3,50.0,3,1333.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,119.0,3,1691.0
Super built-up  Area,Soon to be Vacated,Thanisandra,1,34.355,1,747.0
Super built-up  Area,Ready To Move,Koramangala,3,250.0,3,1700.0
Super built-up  Area,Soon to be Vacated,Thanisandra,4,125.0,3,2030.0
Super built-up  Area,Soon to be Vacated,Balagere,2,70.0,2,1012.0
Carpet  Area,Ready To Move,Kudlu,2,60.0,3,1245.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,118.0,3,1765.0
Super built-up  Area,Ready To Move,Gottigere,2,36.25,2,1110.0
Super built-up  Area,Ready To Move,Sarjapur,2,36.0,2,1044.0
Carpet  Area,Ready To Move,KR Puram,2,36.38,2,866.28
Super built-up  Area,Soon to be Vacated,Whitefield,5,253.0,4,3410.0
Super built-up  Area,Ready To Move,Singasandra,2,56.0,2,1179.0
Super built-up  Area,Ready To Move,Uttarahalli,2,48.0,2,1125.0
Super built-up  Area,Ready To Move,Other,3,210.0,3,2098.0
